Quantifier             Metric             selectedModel                                  nAr*             r             R             Psi             Cd
swipeQuality           euclid          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           corr          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           DCG          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           Kendall          idf_vanilla_lgtranet_k3-5_1-pt5-pt5_sensorGyro_bdb.npz 0.0894           1.5           2.1304           2.885           0.1387
swipeQuality           ERR          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           U          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           GRE          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           infAp          idf_vanilla_bdLSTM_1-pt5-pt5_sensorGyro_bdb.npz           0.2169           1.0           2.5374           2.965           0.1638
swipeQuality           NegRel          idf_vanilla_lgtranet_k3-5_1-2-pt1_sensorGyro_bdb.npz           0.0426           2.0           1.7584           2.4643           0.1398
swipeQuality           RPP          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
swipeQuality           relEnt          idf_vanilla_bdLSTM_1-pt5-pt1_sensorGyro_bdb.npz           0.4304           1.0           3.7024           2.6411           0.2465
